id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q2 Cleaned,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q4 Cleaned,Q5: What movie do you think of when thinking of this food item?,Q5 Cleaned,Q6: What drink would you pair with this food item?,Q6 Cleaned,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
529289,3,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,15,Slumdog Millionaire,slumdog millionaire,Iced Tea,iced tea,"Parents,Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
630738,3,10,10,"Week day dinner,Weekend dinner,At a party,Late night snack",10,10,none,N/A,water,water,"Parents,Friends,Strangers",None,Shawarma
524766,5,4,4,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",15,15,Avengers,avengers,Dairy,N/A,Siblings,A little (mild),Shawarma
522148,4,5-7,5-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,9,bollywood,bollywood,cola,cola,Friends,A little (mild),Shawarma
601547,5,5+,5,"Week day lunch,Weekend lunch,At a party",10 per serving,10,middle eastern movie,middle eastern movie,water,water,Friends,None,Shawarma
631046,3,7,7,Week day lunch,12,12,How to lose a guy in 10 days,how to lose a guy in days,Pepsi,pepsi,"Parents,Friends,Strangers",A lot (hot),Shawarma
66222,5,10,10,"Week day lunch,Late night snack",10,10,Fast and Furious,fast and furious,Zero sugar coca cola,zero sugar coca cola,Strangers,A lot (hot),Shawarma
603182,3,15,15,"Week day lunch,Weekend lunch,Weekend dinner",15,15,None,N/A,Soda,soda,"Parents,Siblings,Friends",A little (mild),Shawarma
632117,3,"I would expect 7-10: wrap (pita for example), chicken, cucumber, tomato, lettuce, sauce, and other vegetable toppings like onions, olives, green peppers, jalapeno peppers, banana peppers, and so on. However, this is not counting for the number of ingredients it might take to make the sauce itself.",7-10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","One serving of shawarma typically refers to one whole wrap, so about 11 CAD in Toronto.",11,Ratatouille.,ratatouille,Water.,water,"Parents,Siblings,Strangers",A lot (hot),Shawarma
630209,3,More than 5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10,10,The Avengers,avengers,Coke,coca cola,Parents,None,Shawarma
413395,3,6-8,6-8,"Week day lunch,Week day dinner",20-Oct,20,Marvel Movies,marvel movies,Coke or Juice,coca cola,Friends,A little (mild),Shawarma
386750,3,3 to 4,3-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",About 15 - 20 dollars,15-20,Burnt,burnt,A coca cola ,coca cola,Friends,None,Shawarma
617178,3,"At the bare minimum it would nee two ingredients. However, on average I would say it has six to eight ingredients.",6-8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10 dollars,10,I thought of the anime Food Wars.,food wars,Nothing in particular– I would say water.,water,"Parents,Teachers",A lot (hot),Shawarma
630128,1,3 or a finite amount more,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$10,10,The Avengers,avengers,Any soft drink,soft drink,Friends,I will have some of this food item with my hot sauce,Shawarma
628736,4,I expect it to contain 5 to 8 ingredients. Some people might like to have hummus or tahini sauce or falafel in this food item.,5-8,"Week day lunch,Weekend lunch","I wouldn’t pay more than a few hundred turkish lira, unless inflation increases the cost of this food item.",,"I don’t usually think of any movie when having this food item, but, after using google to refresh my memory, I would say Avengers because of the post-credits scene.",avengers,"I would have milk and water (in separate cups of course). Milk in case it gets too spicy, and water in case it is too salty.",milk,"Friends,Strangers",A lot (hot),Shawarma
747734,3,5,5,"Week day dinner,Weekend dinner",12-20 dollars,12-20,Ponyo,ponyo,sake,sake,Friends,None,Sushi
517064,4,3-5 ingredients.,3-5,"Week day lunch,Week day dinner,Weekend dinner",For a single sushi? $1-2.,1-2,Kung Fu Panda,kung fu panda,Water,water,"Parents,Siblings",None,Sushi
387330,1,4,4,"Week day dinner,Weekend dinner,Late night snack",$13,13,Rush Hour 3,rush hour,Rice wine,rice wine,"Parents,Siblings",A little (mild),Sushi
746750,4,2-4,2-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$20,20,I don't know that many movies fr,N/A,water,water,"Parents,Siblings,Friends",None,Sushi
629285,4,4,4,Weekend dinner,$11,11,scary movie,scary movie,milk tea,milk tea,Friends,None,Sushi
743488,3,3,3,Weekend lunch,$10.00 for a meal,10.00,The Menu,the menu,water,water,"Parents,Siblings",None,Sushi
523710,4,5-10,5-10,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$6-18,6-18,"Monsters, Inc.",monsters inc,Coke,coca cola,"Friends,Strangers",A little (mild),Sushi
635179,5,5,5,"Week day dinner,Weekend dinner,Late night snack",$13.00,13.00,John Wick,john wick,Water,water,"Parents,Siblings",None,Sushi
313562,4,6,6,"Week day lunch,Weekend lunch",$25,25,fast and furious ,fast and furious,water ,water,"Parents,Siblings,Friends",A little (mild),Sushi
712670,1,fish and rice so about 2,2,"Weekend dinner,Late night snack",1 dollar per sushi,1,"Sushi is from Japan so I would think about a Japanese movie. Your Name, the anime movie.",your name,green tea or water,green tea,Friends,A little (mild),Sushi
635627,4,5,5,"Week day lunch,Week day dinner,Weekend dinner",$15,15,Kung Fu Panda,kung fu panda,Water,water,Strangers,None,Sushi
524485,2,6,6,"Week day lunch,Weekend lunch,At a party,Late night snack",40,40,Finding Nemo,finding nemo,Coke,coca cola,Friends,None,Sushi
632320,2,"rice, fish, nori",3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 for 6 pieces,12,your name,your name,water,water,"Parents,Siblings",A little (mild),Sushi
633520,5,Anywhere from 5-10,5-10,"Week day lunch,Weekend lunch,At a party",~$20,20,The Emoji Movie ,the emoji movie,Water,water,Friends,None,Sushi
606905,5,5,5,Weekend dinner,20.99,21,rush hour,rush hour,misso soup,miso soup,"Parents,Friends",None,Sushi
393424,5,5,5,"Week day dinner,Weekend dinner",10,10,Rush Hour 2,rush hour,Sake,sake,Strangers,A little (mild),Sushi
618333,1,"Rice

meat

wasabi

3 min to 6 

4 being optimal",3-6,"Weekend lunch,Weekend dinner,At a party",12 CAD,12,None,N/A,Soju,soju,Friends,A lot (hot),Sushi
628558,2,5,5,"Weekend lunch,Weekend dinner,At a party",$25,25,"Isle of Dogs, this film =showcases a chef making a poisoned sushi.",isle of dogs,miso soup,miso soup,"Parents,Siblings",None,Sushi
613776,4,"Depends on the roll, but on average 5",5,"Weekend lunch,Weekend dinner","One serving for me would at least have to be 8 rolls, and I expect to pay $12.",12,John Wick: Chapter 3 - Parabellum,john wick chapter  parabellum,Jasmine Tea,jasmine tea,Parents,None,Sushi
317214,5,"I would expect one sushi to only contain rice, maybe nori, and definitely some type of fish. So a small platter of sushi would contain at least 10 different ingredients.",3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",I would expect to pay at least 20 for a small platter of sushi,20,I don't think of any movie.,N/A,A tea would pair well,tea,"Parents,Siblings,Friends",A little (mild),Sushi
628093,5,6,6,Weekend lunch,$30.00,30.00,Cars 2.,cars,Water,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
411781,5,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11,11,"Crazy, stupid, love",crazy stupid love,Coke Zero,coca cola zero,Friends,A little (mild),Sushi
525567,5,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,10,Crazy Rich Asians,crazy rich asians,Water,water,Friends,A little (mild),Sushi
634455,4,2-4,2-4,"Weekend dinner,Late night snack",8,8,None,N/A,Soju,soju,Friends,A moderate amount (medium),Sushi
498848,3,8,8,"Weekend lunch,Weekend dinner",$12,12,Kill Bill,kill bill,Sake,sake,"Friends,Strangers",None,Sushi
638838,5,7,7,At a party,$25.00,25.00,Big Hero 6,big hero,Water,water,Strangers,None,Sushi
411253,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,8.00,Tokyo Drift,tokyo drift,sprite,sprite,"Parents,Siblings,Friends",None,Sushi
410165,5,7,7,"Week day dinner,Weekend dinner",25,25,ratatouille,ratatouille,water,water,Strangers,None,Sushi
608554,5,4,4,"Week day dinner,Weekend dinner",20,20.00,Breaking Bad,breaking bad,Water,water,Friends,None,Sushi
602394,3,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$10,10,Monsters Inc,monsters inc,Water,water,"Siblings,Friends",None,Sushi
743623,4,"4-5: Rice, Nori, Seafood, Vegetables",4-5,"Week day lunch,Weekend lunch,At a party,Late night snack","$20 for high-class sushi, 8 pieces",20,A Silent Voice,a silent voice,Water or Jarritos,water,Friends,None,Sushi
87783,4,At least 4 ingredients ,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$40 for dinner. ,40,Kill Bill,kill bill,Coca-Cola or Beer,coca cola,"Parents,Strangers",A little (mild),Sushi
632431,4,"raw fish, rice",2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.99$,10.99,Pokemon the first movie ,pokemon the first movie,Water,water,Friends,A lot (hot),Sushi
744091,2,"Depends but around 2+. I would say the average is around 4 with the 2 ingredients for the filling, 1 for rice and 1 for the wrap.",2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",Mabye each sushi cost 2$?,2,The Wolverine,the wolverine,Water,water,Parents,None,Sushi
519570,5,5,5,"Weekend lunch,Weekend dinner",$20,20,House MD,house md,Water,water,Parents,None,Sushi
744484,4,8,8,"Week day lunch,Weekend lunch,At a party,Late night snack",$10,10,Jiro Dreams of Sushi,jiro dreams of sushi,Water,water,"Teachers,Strangers",A little (mild),Sushi
508149,4,5,5,"Week day lunch,Week day dinner,Weekend dinner",24,24,The Fast and the Furious: Tokyo Drift,the fast and the furious tokyo drift,Green Tea,green tea,"Parents,Friends",None,Sushi
524992,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,12,Crazy Rich Asians,crazy rich asians,water,water,"Parents,Siblings,Friends",None,Sushi
413570,2,5 ingredients,5,"Week day lunch,Weekend lunch,At a party",$5,5,Shark Tale,shark tale,Green tea,green tea,"Friends,Teachers,Strangers",A moderate amount (medium),Sushi
306207,2,5-8,5-8,"Week day lunch,Weekend lunch,Late night snack",$6,6,Who am I? (Jackie Chan),who am i jackie chan,Water,water,Friends,A little (mild),Sushi
634468,4,4-5,4-5,"Week day dinner,Weekend dinner",20,20,Cars 2,cars,Tea,tea,"Parents,Siblings,Friends",A little (mild),Sushi
522205,5,3+,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15,15,Cars,cars,Green Tea,green tea,"Parents,Siblings,Friends",None,Sushi
5978,4,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 dollars,12,Jiro Dreams of Sushi,jiro dreams of sushi,Water,water,"Siblings,Friends",None,Sushi
742611,3,"1. Seaweed

2. Rice

Many other possibilities of the main ingrediant:

3. Carrot / Yellow Radish / Cucumber / Avogado

4. Meat (Tuna, Salmon)",4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Really depends on the main ingredient, usually $5-$15 for a roll.",5-15,"Japanese movies, food documentaries.",japanese movies food documentaries,"stereotypically nihonshu, but maybe tea and water too.",tea,"Parents,Siblings,Friends",None,Sushi
631198,4,5,5,"Weekend lunch,Weekend dinner,At a party",12,11,Your Name,your name,water,water,"Parents,Friends,Strangers",A lot (hot),Sushi
606150,3,Five.,5,"Week day lunch,Weekend lunch,Late night snack",10 CAD.,10,"Jiro Dreams of Sushi
--------------------",jiro dreams of sushi,Coca Cola.,coca cola,Siblings,None,Sushi
313577,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10,10,the big short,the big short,coke,coca cola,"Parents,Siblings",I will have some of this food item with my hot sauce,Sushi
629700,2,3,3,"Weekend lunch,Weekend dinner",$15,15,Big Hero 6,big hero,Water,water,Friends,None,Sushi
630928,2,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,13,Kodoku No Gurume,kodoku no gurume,Barley tea,barley tea,Parents,None,Sushi
607286,3,10,10,"Weekend lunch,Weekend dinner",$15,15,Godzilla,godzilla,Milk,milk,"Friends,Strangers",A moderate amount (medium),Sushi
607609,4,3,3,"Week day dinner,Weekend dinner",$14,14,Bullet Train,bullet train,Sake,sake,"Parents,Strangers",None,Sushi
522890,3,It can vary from the type of sushi. So lets say 2-15 ingredients.,2-15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5$ up to 20$,5-20,Anime,anime,Water,water,Strangers,None,Sushi
630227,4,3+,3,Weekend dinner,$30,30,Your Name,your name,Water,water,Strangers,A little (mild),Sushi
603607,4,2,2,"Week day lunch,Weekend lunch,Late night snack",10,10.00,Memoirs of a Geisha,memoirs of a geisha,Water,water,Friends,None,Sushi
617029,2,4,4,"Week day dinner,Weekend dinner,Late night snack",10,10.00,G.I. Joe,gi joe,Sparkling water,sparkling water,"Parents,Friends,Strangers",None,Sushi
617462,2,5,5,Weekend dinner,$20,20,OldBoy,oldboy,Sake,sake,Parents,None,Sushi
633001,4,4,4,"Week day lunch,Weekend lunch,At a party",10,10,"Monsters, Inc.",monsters inc,Water,water,Friends,None,Sushi
634690,4,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$18,18,Monsters Inc.,monsters inc,Water,water,Siblings,None,Sushi
630198,4,5,5,"Week day lunch,Weekend dinner",15,15,inception,inception,water,water,"Parents,Siblings",None,Sushi
520507,2,4,4,"Week day dinner,Weekend dinner,Late night snack",$4.50,4.50,None,N/A,Water,water,"Friends,Strangers",None,Sushi
635065,5,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,10,Penguins of madagascar,penguins of madagascar,Beer,beer,"Siblings,Friends",A little (mild),Sushi
613209,1,3,3,Weekend dinner,17-18$,17-18,Jiro Dreams of Sushi,jiro dreams of sushi,Water,water,Friends,None,Sushi
605452,5,5,5,"Week day lunch,Weekend lunch",25,25,Jiro Dreams of Sushi,jiro dreams of sushi,Sake,sake,Friends,A little (mild),Sushi
24137,5,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,25,japanese movie,japanese movie,water,water,Friends,None,Sushi
518809,1,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",6,6,none,N/A,coke,coca cola,Parents,None,Sushi
634646,4,5,5,"Week day dinner,Weekend dinner,At a party,Late night snack",$10,10,Monsters Inc,monsters inc,water,water,"Friends,Strangers",A little (mild),Sushi
508156,3,4-7,4-7,"Week day dinner,Weekend dinner",$10,10,Crazy rich asians,crazy rich asians,Water,water,"Siblings,Friends",A moderate amount (medium),Sushi
632909,4,4,4,"Week day dinner,Weekend dinner",$20,20,John Wick,john wick,green tea,green tea,"Parents,Siblings,Friends",None,Sushi
414734,5,3,3,"Week day dinner,Weekend dinner",30-40$,30-40,no movie,N/A,sake,sake,Friends,None,Sushi
630250,2,"Seafood, rice, nori",3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",18 to 20 dollars,18-20,jiro dreams of sushi,jiro dreams of sushi,green tea,green tea,"Parents,Friends",A lot (hot),Sushi
411810,2,3,3,"Weekend lunch,Weekend dinner",$30,30,Tokyo drift,tokyo drift,Water,water,"Parents,Siblings",None,Sushi
214145,1,10,10,"Weekend lunch,At a party",10,10,shrek3,shrek,powerade,powerade,Teachers,A lot (hot),Sushi
628986,2,5,5,Late night snack,12.79,13,Aquaman,aquaman,Soda,soda,"Friends,Strangers",A moderate amount (medium),Sushi
211158,5,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,8,None,N/A,miso soup,miso soup,Friends,None,Sushi
507382,5,7 to 10 ingredients,7-10,"Week day dinner,Weekend dinner",12 Dollars,12,47 Ronin,ronin,Green Tea,green tea,"Parents,Siblings",None,Sushi
522877,4,8 ingredients ,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$20,20,Barbie (2021),barbie,Water,water,"Siblings,Friends,Strangers",A little (mild),Sushi
635024,4,5-7.,5-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10 dollars.,10,Howl's Moving Castle,howls moving castle,Water,water,Friends,None,Sushi
602845,4,The number of ingredients in this food item is between 4 and 7.,4-7,At a party,About $25.,25,I think of the Spider-Man movie.,spiderman,I like traditional green tea with it.,green tea,Friends,None,Sushi
519822,4,5,5,"Week day lunch,Week day dinner",15,15,Madagascar,madagascar,Water,water,"Siblings,Friends",A lot (hot),Sushi
600849,5,5,5,"Week day lunch,Weekend lunch,Weekend dinner",$5,5,Rush Hour,rush hour,Water,water,"Siblings,Friends",None,Sushi
605148,5,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",One sushi roll: $15,15,Monsters Inc.,monsters inc,"Water, green tea",green tea,"Siblings,Friends",None,Sushi
631600,2,I have never eaten sushi before so I am guessing: Around 4 ingredients. I believe there are multiple types of sushi's so it may depend.,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",I would probably expect to pay $10 for a tray of sushi,10,Penguins of Madagascar. There was a scene where all penguins made sushi and had to fight a big purple octopus with it.,penguins of madagascar there was a scene where all penguins made sushi and had to fight a big purple octopus with it,Water,water,Friends,None,Sushi
716142,5,"5 - Avacoda, cucumber, rice, fish, seaweed",5,Week day lunch,$10,10,Kill Bill,kill bill,Green Tea,green tea,"Parents,Siblings",A lot (hot),Sushi
