"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2 Cleaned","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4 Cleaned","Q5 Cleaned","Q6 Cleaned","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"209691","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","i think of your name when thinking of this food item","green tea","Friends,Teachers,Strangers","N/A","Sushi"
"600915","3","7.0","At a party","20.0","kung fu panda","water","Strangers","N/A","Sushi"
"525420","2","3.0","Week day lunch,Late night snack","8.0","my neighbor totoro","ramune","Friends,Strangers","N/A","Sushi"
"414710","5","4.0","At a party,Late night snack","12.0","rush hour","water","Teachers,Strangers","A little (mild)","Sushi"
"629985","4","4.0","Week day dinner,Weekend dinner","10.0","the room","water","Strangers","A lot (hot)","Sushi"
"523128","5","6.0","Week day dinner,Weekend dinner","20.0","fallen angels","sake","Siblings,Friends","N/A","Sushi"
"727410","5","2.0","Weekend dinner","50.0","totoro","water","Parents","N/A","Sushi"
"616457","2","2.0","Weekend lunch,Weekend dinner,At a party","20.0","isle of dogs","sake","Parents,Siblings","N/A","Sushi"
"206487","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","japanese movie","coca cola","Parents,Friends","N/A","Sushi"
"68949","2","4.0","Week day lunch","9.5","my neighbor totoro","tea","Friends","A moderate amount (medium)","Sushi"
"419835","5","6.0","Week day dinner,Weekend dinner","14.0","big hero","water","Friends","N/A","Sushi"
"745732","4","4.0","Week day dinner,Weekend dinner","27.5","shinchan the movie chounouryoku daikessen tobe tobe temakizushi","coca cola","Friends","N/A","Sushi"
"543739","1","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","monsters inc","water","Friends","N/A","Sushi"
"410380","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","john wick","sake","Parents,Friends,Strangers","N/A","Sushi"
"385307","2","2.5","Week day lunch,Weekend dinner,At a party","15.0","john wick","soup","Parents","N/A","Sushi"
"634566","5","5.0","Week day dinner,Weekend dinner","20.0","shanghai noon","sake","Parents,Friends","A moderate amount (medium)","Sushi"
"625818","4","6.0","Weekend dinner","15.0","big hero","water","Siblings","A little (mild)","Sushi"
"631164","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","7.5","spirited away","water","Strangers","A little (mild)","Sushi"
"603130","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.0","finding nemo","yakult","Parents,Friends","N/A","Sushi"
"229211","4","5.0","Week day dinner,Weekend dinner,At a party","16.0","one piece","miso soup","Parents,Siblings,Friends","N/A","Sushi"
"626849","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","6.0","turning red","water","Siblings,Friends","A little (mild)","Sushi"
"634650","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","madagascar","water","Parents,Siblings,Friends","N/A","Sushi"
"632125","4","4.0","Week day dinner,Weekend dinner","10.0","turning red","water","Friends,Strangers","N/A","Sushi"
"626812","1","2.5","Week day lunch,Weekend lunch,At a party","20.0","N/A","water","Parents","N/A","Sushi"
"631109","5","13.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","14.0","we live in time in one of the scenes the chef is making sushi i watched it recently","juice","Friends","N/A","Sushi"
"716766","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","kodoku no gurume","barley tea","Parents,Siblings,Friends","N/A","Sushi"
"494103","2","7.0","Week day dinner,Weekend dinner,Late night snack","9.0","blade runner","coca cola","Parents,Siblings,Friends","N/A","Sushi"
"628102","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","fast furious tokyo drift","water","Parents","N/A","Sushi"
"634683","5","7.5","Week day lunch,Weekend dinner","1.0","lucy","tea","Friends","N/A","Sushi"
"517774","1","2.0","Weekend dinner,Late night snack","12.0","spirited away","sprite","Teachers","N/A","Sushi"
"408898","4","4.0","Weekend dinner,At a party","10.0","cars","water","Friends,Strangers","A little (mild)","Sushi"
"603189","3","3.0","Week day lunch,Week day dinner,Weekend dinner","10.0","lost in translation","water","Friends","N/A","Sushi"
"606857","4","3.0","Weekend lunch,Weekend dinner","10.0","ronin","iced tea","Strangers","N/A","Sushi"
"523080","3","4.0","Week day lunch,Week day dinner,Late night snack","10.0","home alone","water","Siblings,Strangers","N/A","Sushi"
"631014","2","4.0","Week day dinner,Weekend dinner","12.0","the last samurai","coca cola","Teachers","A little (mild)","Sushi"
"503957","4","3.0","Week day lunch,Week day dinner,Weekend dinner","18.0","john wick","saporo","Friends","N/A","Sushi"
"524890","4","6.0","Week day dinner,Weekend dinner","25.0","home alone","sake","Siblings,Friends,Strangers","A moderate amount (medium)","Sushi"
"717411","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","japanese movie","iced tea","Parents,Friends,Teachers,Strangers","A little (mild)","Sushi"
"525311","4","5.0","Week day lunch,Weekend lunch,Weekend dinner,At a party","10.0","godzilla","tea","Parents,Siblings,Friends","N/A","Sushi"
"630967","5","7.0","Week day dinner,Weekend dinner","25.0","hunger","water","Friends","N/A","Sushi"
"604969","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","cars","sparkling water","Parents,Siblings,Friends,Strangers","N/A","Sushi"
"524480","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","spirited away","water","Friends","N/A","Sushi"
"630121","3","10.0","Week day dinner,Weekend dinner,At a party","15.0","mulan","water","Strangers","A little (mild)","Sushi"
"629615","5","5.0","Week day lunch,Weekend lunch,At a party,Late night snack","1.5","the breakfast club","jasmine tea","Friends,Strangers","N/A","Sushi"
"634977","4","4.0","Week day lunch,Weekend lunch","7.0","mulan","water","Friends,Strangers","N/A","Sushi"
"630823","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","14.0","the intern","coca cola","Parents,Friends","N/A","Sushi"
"632228","5","20.0","Weekend dinner,At a party","13.5","karate kid","water","Friends,Strangers","A little (mild)","Sushi"
"504548","1","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","the meg","soy sauce","Parents,Siblings,Strangers","N/A","Sushi"
"522477","1","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","madagascar","nestea","Siblings,Friends","A little (mild)","Sushi"
"523461","4","5.0","Week day lunch,Weekend lunch,At a party,Late night snack","6.0","rush hour","sake","Friends","A moderate amount (medium)","Sushi"
"312640","2","23.5","Week day dinner,Weekend lunch,Weekend dinner","16.0","rush hour series","yuzu","Parents,Siblings","N/A","Sushi"
"854745","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","doraemon","tea","Parents,Friends","N/A","Sushi"
"711854","1","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","kill bill","water","Friends,Strangers","N/A","Sushi"
"739254","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","ultraman rising","water","Strangers","A little (mild)","Sushi"
"621555","3","4.0","Week day dinner,Weekend dinner","20.0","N/A","tea","Parents,Siblings","N/A","Sushi"
"602482","2","3.5","Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","jump street","water","Parents,Friends","N/A","Sushi"
"630416","4","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","9.0","ratatouille because sushi needs to be sliced and they slice food in ratatouille","water","Friends,Strangers","I will have some of this food item with my hot sauce","Sushi"
"505458","2","2.0","Week day dinner,Weekend dinner,At a party,Late night snack","3.0","japanese","tea","Siblings,Friends","N/A","Sushi"
"296589","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","pearl harbour","sake","Parents,Friends,Teachers,Strangers","N/A","Sushi"
"604826","3","6.0","Week day lunch,Weekend lunch,Weekend dinner","15.0","i think about the movie good time when thinking of this food item","green tea","Teachers","N/A","Sushi"
"387820","4","0.0","Weekend lunch","25.0","who am i","coca cola","Siblings,Friends","A moderate amount (medium)","Sushi"
"603612","3","2.0","Week day dinner,Weekend lunch,Weekend dinner","25.0","finding nemo","sake","Parents,Strangers","N/A","Sushi"
"712252","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","7.0","memoirs of a geisha","water","Friends","N/A","Sushi"
"742226","2","7.5","Week day lunch,Weekend lunch,At a party,Late night snack","20.0","howls moving castle","alcohol","Friends,Strangers","I will have some of this food item with my hot sauce","Sushi"
"712771","2","3.0","Week day dinner,Weekend dinner","20.0","memory of a geisha","hot tea","Siblings","N/A","Sushi"
"746466","5","4.0","Week day dinner,Weekend lunch,Weekend dinner","13.0","your name","green tea","Parents","N/A","Sushi"
"601737","3","5.0","Week day lunch,Weekend lunch,Weekend dinner","15.0","last samurai","green tea","Parents","N/A","Sushi"
"631902","4","4.0","Week day lunch,Weekend lunch,Weekend dinner,Late night snack","20.0","shark tale","water","Parents,Siblings","A little (mild)","Sushi"
"312320","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.0","i think of ninja movies with i think of sushi especially japanese anime ninja movies","sake","Parents,Siblings,Friends,Teachers","N/A","Sushi"
"519986","2","4.0","Week day lunch,Week day dinner,Weekend dinner","18.0","ratatouille","water","Friends,Strangers","N/A","Sushi"
"626771","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","15.0","i think of the movie jiro dreams of sushi it is a movie about an year old sushi master behind a three michelin star sushi restaurant and his sons who are set to take over the business","green tea","Parents,Siblings","N/A","Sushi"
"407257","5","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","25.0","rush hour","cocktail","Parents,Friends,Strangers","N/A","Sushi"
"626883","3","4.0","Week day lunch,Weekend lunch","15.0","howls moving castle","water","Friends,Strangers","N/A","Sushi"
"727339","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","3.0","city hunter","miso soup","Parents,Siblings,Friends","N/A","Sushi"
"631448","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","mulan","tea","Parents,Siblings,Friends","A lot (hot)","Sushi"
"634885","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","spirited away","tea","Parents,Siblings","N/A","Sushi"
"619932","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","some ghibli movie","tea","Parents,Siblings","N/A","Sushi"
"601986","2","4.0","Late night snack","11.0","alitathe warrior","rice tea","Strangers","I will have some of this food item with my hot sauce","Sushi"
"631141","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","monsters inc","jasmine tea","Parents,Siblings,Friends","N/A","Sushi"
"631069","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","monsters inc","tea","Parents,Siblings,Friends","N/A","Sushi"
"634508","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","the karate kid","soju","Parents,Strangers","A moderate amount (medium)","Sushi"
"206744","2","9.0","Weekend dinner","7.0","john wick chapter parabellum","water","Siblings,Friends","N/A","Sushi"
"498213","2","3.5","Week day dinner,Weekend lunch,Weekend dinner","7.0","almost all asian movies especially japanese not any movie in particular comes in mind","water","Parents,Siblings,Friends","N/A","Sushi"
"627496","5","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","8.0","haikyu","soju","Friends,Strangers","A moderate amount (medium)","Sushi"
"629659","2","3.0","Week day lunch,Weekend lunch,At a party","1.0","oppenheimer","sake","Friends","A lot (hot)","Sushi"
"630190","4","3.5","Weekend lunch","30.0","i dont think of any movies i think of anime","water","Parents","N/A","Sushi"
"401586","4","5.0","Week day dinner,Weekend dinner,At a party","10.0","the spy next door","tea","Parents","N/A","Sushi"
"629263","3","5.0","Week day lunch,Weekend lunch,Weekend dinner","10.0","rush hour","lemonade","Friends","A moderate amount (medium)","Sushi"
"631678","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","4.0","into the spiderverse","tea","Friends","N/A","Sushi"
"411681","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","godzilla","water","Friends,Strangers","N/A","Sushi"
"518733","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","3.0","shang chi","water","Parents","A moderate amount (medium)","Sushi"
"630378","3","6.0","Week day lunch,Weekend dinner,At a party,Late night snack","10.0","rush hour","iced tea","Friends","A moderate amount (medium)","Sushi"
"631142","5","4.0","Week day lunch,Weekend lunch","17.0","your name","water","Friends,Strangers","A little (mild)","Sushi"
"519976","3","2.0","Weekend lunch,Weekend dinner","20.0","breakfast club one of the characters gets into an argument with someone else if eating sushi is allowed","tea","Friends","N/A","Sushi"
"604991","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","25.0","monsters inc","water","Friends,Strangers","N/A","Sushi"
"522483","3","6.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","17.5","N/A","tea","Parents,Friends","A little (mild)","Sushi"
"629723","5","3.0","Week day dinner,Weekend dinner","20.0","heretic","baijiu","Friends","N/A","Sushi"
"387522","4","3.0","Weekend lunch,Weekend dinner","30.0","crayon shinchan","green tea","Parents,Siblings,Friends","N/A","Sushi"
"613484","5","5.0","Weekend dinner,At a party","6.0","aquaman","ice tea","Parents","A lot (hot)","Sushi"
"388729","1","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","17.5","it sounds like youre referring to the movie ratatouille its a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans the story is set in paris and it beautifully blends themes of passion creativity and perseverance in the culinary world let me know if this is the one youre thinking of","fruit tea","Parents,Siblings,Friends,Teachers,Strangers","N/A","Sushi"
"494373","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","6.0","bullet train","barley tea","Friends","N/A","Sushi"
"630977","3","4.0","Weekend dinner,Late night snack","25.0","N/A","water","Siblings,Friends","A moderate amount (medium)","Sushi"
"621982","1","2.0","Weekend lunch","25.0","lost in translation","coca cola","Friends","N/A","Sushi"
"605537","1","2.0","Week day dinner","0.5","ratatouille","soft drink","Friends","N/A","Sushi"
"607073","2","5.5","Week day lunch,Weekend lunch","15.0","anime movie","water","Parents,Friends,Strangers","N/A","Sushi"
"624443","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","kill bill","tea","Friends","N/A","Sushi"
"718089","1","2.0","Weekend dinner","16.0","cars","sake","Parents","N/A","Sushi"
"622727","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","11.0","east side sushi","tea","Siblings,Strangers","A moderate amount (medium)","Sushi"
"609617","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","shang chi the legend of ten rings","iced tea","Friends","N/A","Sushi"
"526064","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","1.0","spirited away","water","Friends","N/A","Sushi"
