"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2: How many ingredients would you expect this food item to contain?","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4: How much would you expect to pay for one serving of this food item?","Q5: What movie do you think of when thinking of this food item?","Q6: What drink would you pair with this food item?","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"628102","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","fast furious tokyo drift","water","Parents","N/A","Sushi"
"634683","5","7.5","Week day lunch,Weekend dinner","N/A","lucy","tea","Friends","N/A","Sushi"
"517774","1","2.0","Weekend dinner,Late night snack","12.0","spirited away","sprite","Teachers","N/A","Sushi"
"408898","4","4.0","Weekend dinner,At a party","10.0","cars","water","Friends,Strangers","A little (mild)","Sushi"
"603189","3","3.0","Week day lunch,Week day dinner,Weekend dinner","10.0","lost in translation","water","Friends","N/A","Sushi"
"606857","4","3.0","Weekend lunch,Weekend dinner","10.0","ronin","iced tea","Strangers","N/A","Sushi"
"523080","3","4.0","Week day lunch,Week day dinner,Late night snack","10.0","home alone","water","Siblings,Strangers","N/A","Sushi"
"631014","2","4.0","Week day dinner,Weekend dinner","12.0","the last samurai","coca cola","Teachers","A little (mild)","Sushi"
"503957","4","3.0","Week day lunch,Week day dinner,Weekend dinner","18.0","john wick","saporo","Friends","N/A","Sushi"
"524890","4","6.0","Week day dinner,Weekend dinner","25.0","home alone","sake","Siblings,Friends,Strangers","A moderate amount (medium)","Sushi"
"717411","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","japanese movie","iced tea","Parents,Friends,Teachers,Strangers","A little (mild)","Sushi"
"525311","4","5.0","Week day lunch,Weekend lunch,Weekend dinner,At a party","10.0","godzilla","tea","Parents,Siblings,Friends","N/A","Sushi"
"630967","5","7.0","Week day dinner,Weekend dinner","25.0","hunger","water","Friends","N/A","Sushi"
"604969","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","cars","sparkling water","Parents,Siblings,Friends,Strangers","N/A","Sushi"
"524480","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","spirited away","water","Friends","N/A","Sushi"
"630121","3","10.0","Week day dinner,Weekend dinner,At a party","15.0","mulan","water","Strangers","A little (mild)","Sushi"
"629615","5","5.0","Week day lunch,Weekend lunch,At a party,Late night snack","11.6","the breakfast club","jasmine tea","Friends,Strangers","N/A","Sushi"
"634977","4","4.0","Week day lunch,Weekend lunch","7.0","mulan","water","Friends,Strangers","N/A","Sushi"
"630823","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","14.0","the intern","coke","Parents,Friends","N/A","Sushi"
"632228","5","20.0","Weekend dinner,At a party","1215.0","karate kid","water","Friends,Strangers","A little (mild)","Sushi"
"504548","1","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","the meg","soy sauce","Parents,Siblings,Strangers","N/A","Sushi"
"522477","1","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","1020.0","madagascar","nestea","Siblings,Friends","A little (mild)","Sushi"
"523461","4","5.0","Week day lunch,Weekend lunch,At a party,Late night snack","6.0","rush hour","sake","Friends","A moderate amount (medium)","Sushi"
"312640","2","23.5","Week day dinner,Weekend lunch,Weekend dinner","16.0","rush hour series","yuzu the alcoholic drink","Parents,Siblings","N/A","Sushi"
"854745","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","doraemon","tea","Parents,Friends","N/A","Sushi"
"711854","1","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","kill bill","water","Friends,Strangers","N/A","Sushi"
"739254","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","ultraman rising","water","Strangers","A little (mild)","Sushi"
"621555","3","N/A","Week day dinner,Weekend dinner","15.3","none","tea and water","Parents,Siblings","N/A","Sushi"
"602482","2","3.5","Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","jump street","water","Parents,Friends","N/A","Sushi"
"630416","4","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","9.0","ratatouille because sushi needs to be sliced and they slice food in ratatouille","water","Friends,Strangers","I will have some of this food item with my hot sauce","Sushi"
"505458","2","2.0","Week day dinner,Weekend dinner,At a party,Late night snack","3.0","japanese","tea","Siblings,Friends","N/A","Sushi"
"296589","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","pearl harbour","water sake","Parents,Friends,Teachers,Strangers","N/A","Sushi"
"604826","3","6.0","Week day lunch,Weekend lunch,Weekend dinner","15.0","i think about the movie good time when thinking of this food item","i will pair this food item with green tea","Teachers","N/A","Sushi"
"387820","4","N/A","Weekend lunch","25.0","who am i","coca cola","Siblings,Friends","A moderate amount (medium)","Sushi"
"603612","3","2.0","Week day dinner,Weekend lunch,Weekend dinner","25.0","finding nemo","sake","Parents,Strangers","N/A","Sushi"
"712252","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","7.0","memoirs of a geisha","water","Friends","N/A","Sushi"
"742226","2","7.5","Week day lunch,Weekend lunch,At a party,Late night snack","20.0","howls moving castle","alcohol","Friends,Strangers","I will have some of this food item with my hot sauce","Sushi"
"712771","2","3.0","Week day dinner,Weekend dinner","20.0","memory of a geisha","hot tea","Siblings","N/A","Sushi"
"746466","5","4.0","Week day dinner,Weekend lunch,Weekend dinner","13.0","your name","green tea","Parents","N/A","Sushi"
"601737","3","N/A","Week day lunch,Weekend lunch,Weekend dinner","15.0","last samurai","green tea","Parents","N/A","Sushi"
"631902","4","4.0","Week day lunch,Weekend lunch,Weekend dinner,Late night snack","20.0","shark tale","water","Parents,Siblings","A little (mild)","Sushi"
"312320","5","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","612.0","i think of ninja movies with i think of sushi especially japanese anime ninja movies","i think of sake suju and coke cola for sushi food item","Parents,Siblings,Friends,Teachers","N/A","Sushi"
"519986","2","4.0","Week day lunch,Week day dinner,Weekend dinner","18.0","ratatouille","water","Friends,Strangers","N/A","Sushi"
"626771","4","35.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","15.0","i think of the movie jiro dreams of sushi it is a movie about an year old sushi master behind a three michelin star sushi restaurant and his sons who are set to take over the business","i would pair this food item with a green tea or simply just water the reason i say green tea is because it can be hard to digest so the tea helps often times restaurantsbuffets that serve this food will also make green tea an optional drink","Parents,Siblings","N/A","Sushi"
"407257","5","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","25.0","rush hour","cocktail","Parents,Friends,Strangers","N/A","Sushi"
"626883","3","4.0","Week day lunch,Weekend lunch","15.0","howls moving castle","water","Friends,Strangers","N/A","Sushi"
"727339","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","24.0","city hunter","miso soup","Parents,Siblings,Friends","N/A","Sushi"
"631448","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","mulan","tea","Parents,Siblings,Friends","A lot (hot)","Sushi"
"634885","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","spirited away","tea","Parents,Siblings","N/A","Sushi"
"619932","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","some ghibli movie","tea","Parents,Siblings","N/A","Sushi"
"601986","2","4.0","Late night snack","11.0","alitathe warrior","rice tea","Strangers","I will have some of this food item with my hot sauce","Sushi"
"631141","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","monsters inc","jasmine tea","Parents,Siblings,Friends","N/A","Sushi"
"631069","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","monsters inc","tea","Parents,Siblings,Friends","N/A","Sushi"
"634508","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","the karate kid","soju","Parents,Strangers","A moderate amount (medium)","Sushi"
"206744","2","95.0","Weekend dinner","7.0","john wick chapter parabellum","water","Siblings,Friends","N/A","Sushi"
"498213","2","N/A","Week day dinner,Weekend lunch,Weekend dinner","N/A","almost all asian movies especially japanese not any movie in particular comes in mind","i would pair it with water to reserve the sushi taste","Parents,Siblings,Friends","N/A","Sushi"
"627496","5","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","8.0","haikyu","soju","Friends,Strangers","A moderate amount (medium)","Sushi"
"629659","2","3.0","Week day lunch,Weekend lunch,At a party","1.0","oppenheimer","sake","Friends","A lot (hot)","Sushi"
"630190","4","25.0","Weekend lunch","30.0","i dont think of any movies i think of anime","water","Parents","N/A","Sushi"
"401586","4","5.0","Week day dinner,Weekend dinner,At a party","10.0","the spy next door","tea","Parents","N/A","Sushi"
"629263","3","5.0","Week day lunch,Weekend lunch,Weekend dinner","10.0","rush hour","lemonade","Friends","A moderate amount (medium)","Sushi"
"631678","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","4.0","into the spiderverse","tea","Friends","N/A","Sushi"
"411681","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","godzilla","water","Friends,Strangers","N/A","Sushi"
"518733","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","3.0","shang chi","water","Parents","A moderate amount (medium)","Sushi"
"630378","3","6.0","Week day lunch,Weekend dinner,At a party,Late night snack","10.0","rush hour","iced tea","Friends","A moderate amount (medium)","Sushi"
"631142","5","4.0","Week day lunch,Weekend lunch","17.0","your name","water","Friends,Strangers","A little (mild)","Sushi"
"519976","3","N/A","Weekend lunch,Weekend dinner","20.0","breakfast club one of the characters gets into an argument with someone else if eating sushi is allowed","tea","Friends","N/A","Sushi"
"604991","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","25.0","monsters inc","water","Friends,Strangers","N/A","Sushi"
"522483","3","6.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","17.5","nothing","water or tea","Parents,Friends","A little (mild)","Sushi"
"629723","5","3.0","Week day dinner,Weekend dinner","20.0","heretic","baijiu","Friends","N/A","Sushi"
"387522","4","3.0","Weekend lunch,Weekend dinner","30.0","crayon shinchan","green tea","Parents,Siblings,Friends","N/A","Sushi"
"613484","5","5.0","Weekend dinner,At a party","6.0","aquaman","ice tea","Parents","A lot (hot)","Sushi"
"388729","1","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","17.5","it sounds like youre referring to the movie ratatouille its a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans the story is set in paris and it beautifully blends themes of passion creativity and perseverance in the culinary world let me know if this is the one youre thinking of","fruit tea","Parents,Siblings,Friends,Teachers,Strangers","N/A","Sushi"
"494373","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","6.0","bullet train","barley tea","Friends","N/A","Sushi"
"630977","3","4.0","Weekend dinner,Late night snack","25.0","no movie","water","Siblings,Friends","A moderate amount (medium)","Sushi"
"621982","1","2.0","Weekend lunch","25.0","lost in translation","coke","Friends","N/A","Sushi"
"605537","1","2.0","Week day dinner","0.5","ratatouille","soft drink","Friends","N/A","Sushi"
"607073","2","5.5","Week day lunch,Weekend lunch","N/A","anime movie","just water","Parents,Friends,Strangers","N/A","Sushi"
"624443","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","kill bill","tea","Friends","N/A","Sushi"
"718089","1","2.0","Weekend dinner","16.0","cars","sake","Parents","N/A","Sushi"
"622727","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","1012.0","east side sushi","water or tea","Siblings,Strangers","A moderate amount (medium)","Sushi"
"609617","5","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","shang chi the legend of ten rings","iced tea","Friends","N/A","Sushi"
"526064","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","1.0","spirited away","water","Friends","N/A","Sushi"
"609179","2","5.0","Weekend dinner","20.0","tokyo drift","milk","Strangers","A moderate amount (medium)","Sushi"
"627638","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","14.0","no movies come to mind","tea or water","Parents,Siblings,Friends","N/A","Sushi"
"411117","5","7.0","Week day dinner,Weekend dinner","7.5","monsters inc","water","Parents,Siblings,Friends","N/A","Sushi"
"634430","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","2.0","tokyo drift","juice","Friends","N/A","Sushi"
"631711","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","1.0","turning red","root beer","Strangers","A lot (hot)","Sushi"
"606010","2","2.0","Week day lunch,Weekend dinner","1.5","chandni chowk to china","green tea","Siblings,Friends,Strangers","N/A","Sushi"
"631436","4","3.0","Week day lunch,Weekend lunch","45.0","i think of the movie jaws because sushi is fish and jaws is a movie about shark which is a fish","i would pair classic water with sushi to bring out its umami flavour","Parents,Siblings,Friends","N/A","Sushi"
"633712","5","4.0","Week day dinner,Weekend dinner","10.0","isle of dogs","water","Friends","N/A","Sushi"
"609556","4","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","14.0","fast and furious tokyo drift","ocha","Parents,Siblings,Friends","N/A","Sushi"
"520090","4","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","spirited away","green tea","Parents","N/A","Sushi"
"602234","5","N/A","Week day dinner,Weekend dinner,At a party","16.0","when eating sushi i think of the movie shrek","i would pair bubble tea with sushi mmmmm boba","Siblings,Friends,Strangers","N/A","Sushi"
"741592","2","3.0","Week day lunch,Weekend lunch,At a party","1.5","your name","water","Strangers","N/A","Sushi"
"628547","5","5.0","Week day lunch,Week day dinner,Weekend lunch,Late night snack","20.0","monsters inc","tea","Siblings,Friends,Strangers","A little (mild)","Sushi"
"501513","2","2.0","Week day dinner,Weekend dinner,At a party","10.0","midnight dinner","soju","Parents,Friends","A little (mild)","Sushi"
"630929","4","8.0","Weekend dinner,At a party","5.0","spirited away","tea","Parents,Siblings","N/A","Sushi"
"617379","5","4.0","Week day dinner,Weekend lunch,Weekend dinner","10.0","kung fu panda","mango juice","Parents,Siblings","A little (mild)","Sushi"
"617310","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","11.0","karate kid","water","Friends","N/A","Sushi"
"495424","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","kill bill","sake","Parents","N/A","Sushi"
"622787","5","3.0","Week day dinner,Weekend dinner","13.0","madagascar","tea","Parents,Friends,Strangers","A little (mild)","Sushi"
"631716","5","6.0","Weekend dinner","40.0","penguins of madagascar","green tea","Parents,Siblings","N/A","Sushi"
